,Brand,Color,Storage,Rating,Screen_size,Battery,Price,Rating_cat,Price_cat
567,OPPO,Blue,256,4.2,6.4,4500,29980,high,Average
568,OPPO,Blue,64,4.2,6.6,5000,15499,high,Affordable
569,Tecno,Grey,256,3.6,6.8,5160,36999,low,Costly
570,SAMSUNG,Cream,256,4.5,6.6,4700,94999,high,Costly
571,SAMSUNG,Green,128,4.0,6.7,5000,34949,low,Costly
572,APPLE,Blue,256,4.7,6.1,5000,69999,high,Costly
573,realme,Black,64,4.2,6.7,5000,11490,high,Affordable
574,POCO,Yellow,128,4.2,6.6,5000,18999,high,Average
575,APPLE,Gold,128,4.7,6.7,5000,127999,high,Costly
576,vivo,Blue,128,4.3,6.4,4000,27990,high,Average
577,OPPO,Green,64,4.4,6.6,5000,13999,high,Affordable
578,vivo,Blue,256,4.4,6.8,4600,42999,high,Costly
579,vivo,Black,128,4.4,6.4,4000,17990,high,Affordable
580,REDMI,Black,128,4.2,6.6,5080,20999,high,Average
581,SAMSUNG,Mint,128,4.2,6.5,4500,27395,high,Average
582,Tecno,Sunset,256,4.2,6.7,4700,21999,high,Average
583,REDMI,Purple,64,4.3,6.4,5000,13699,high,Affordable
584,OPPO,Gold,128,4.3,6.7,4800,29999,high,Average
585,SAMSUNG,Black,256,4.3,6.8,5000,87800,high,Costly
586,REDMI,Blue,64,4.4,6.5,5020,11480,high,Affordable
587,OPPO,Black,128,4.3,6.7,4800,29999,high,Average
588,vivo,Blue,128,4.3,6.6,4830,28480,high,Average
590,REDMI,Green,128,4.2,6.7,5000,10189,high,Affordable
591,MOTOROLA,Gray,64,4.2,6.5,5000,10999,high,Affordable
592,realme,Blue,128,4.5,6.6,5000,13499,high,Affordable
593,REDMI,White,64,4.3,6.6,5000,14999,high,Affordable
594,SAMSUNG,Silver,256,4.1,6.7,6000,29999,low,Average
595,REDMI,White,64,4.4,6.4,5000,14999,high,Affordable
596,SAMSUNG,Blue,128,4.2,6.6,5000,16999,high,Affordable
597,OnePlus,Shadow,128,4.4,6.7,4500,28498,high,Average
598,realme,Silver,128,4.4,6.4,5000,15499,high,Affordable
599,realme,Black,128,4.4,6.4,5000,15499,high,Affordable
600,SAMSUNG,Black,128,4.2,6.5,5000,14690,high,Affordable
601,OPPO,Gold,256,4.3,6.7,5000,24400,high,Average
602,SAMSUNG,Brown,64,4.1,6.5,5000,14999,low,Affordable
603,realme,Black,128,4.2,6.6,4500,29999,high,Average
604,realme,Black,256,4.4,6.4,4500,25999,high,Average
605,vivo,Black,256,4.4,6.8,4600,39999,high,Costly
606,REDMI,White,128,4.2,6.5,6000,14999,high,Affordable
607,POCO,Blue,128,4.3,6.4,5000,16499,high,Affordable
608,MOTOROLA,White,128,4.2,6.6,5000,13999,high,Affordable
609,SAMSUNG,Black,128,4.3,6.7,3300,49999,high,Costly
610,realme,Black,128,4.4,6.4,5000,13499,high,Affordable
611,vivo,Black,128,4.3,6.4,4500,25799,high,Average
612,Tecno,Silver,64,4.2,6.9,7000,10644,high,Affordable
613,REDMI,Green,128,4.2,6.6,5000,14999,high,Affordable
614,REDMI,Silver,128,4.2,6.6,5000,14999,high,Affordable
615,Mi,Gold,64,4.2,6.0,3010,17499,high,Affordable
616,realme,Blue,64,4.5,6.5,5000,10999,high,Affordable
617,REDMI,Grey,128,4.0,6.5,5000,10999,low,Affordable
618,IQOO,Blue,256,4.4,6.8,5000,33900,high,Costly
619,vivo,Blue,64,4.3,6.5,5000,13980,high,Affordable
620,OnePlus,Black,256,4.5,6.7,5000,44778,high,Costly
621,SAMSUNG,Black,128,4.5,6.6,4500,49999,high,Costly
622,MOTOROLA,Silver,64,4.2,6.5,5000,10999,high,Affordable
623,vivo,Blue,256,4.4,6.8,4600,39999,high,Costly
624,APPLE,Silver,128,4.7,6.1,5000,120999,high,Costly
625,vivo,Black,128,4.3,6.4,4500,25390,high,Average
626,Xiaomi,Blue,128,4.2,6.6,4250,20990,high,Average
627,vivo,Blue,256,4.4,6.8,4810,59999,high,Costly
628,APPLE,Black,128,4.7,6.7,5000,127999,high,Costly
629,Infinix,Green,128,4.3,7.0,5000,15999,high,Affordable
630,REDMI,White,128,4.2,6.4,5000,18499,high,Average
631,Mi,Gold,64,4.2,6.0,3010,17499,high,Affordable
632,REDMI,White,64,4.2,6.5,6000,11199,high,Affordable
633,Tecno,Blue,256,4.2,6.7,5000,21865,high,Average
634,Tecno,Welkin,256,4.2,6.7,5000,21965,high,Average
635,Tecno,Green,128,4.2,6.8,5000,13649,high,Affordable
636,REDMI,White,128,4.1,6.4,5000,15995,low,Affordable
637,OnePlus,Sky,128,3.9,6.6,4500,35698,low,Costly
638,POCO,Black,128,4.2,6.4,5000,13999,high,Affordable
639,Nokia,Grey,64,3.7,6.5,5000,13999,low,Affordable
640,REDMI,White,128,4.2,6.5,6000,14999,high,Affordable
641,REDMI,Black,128,4.2,6.6,5000,16999,high,Affordable
643,SAMSUNG,Cream,256,4.5,6.6,4700,94999,high,Costly
644,vivo,Black,128,4.4,6.4,4200,27899,high,Average
645,APPLE,Black,128,4.7,6.1,5000,120999,high,Costly
646,POCO,Yellow,128,4.2,6.6,5000,18999,high,Average
647,REDMI,Blue,64,4.2,6.5,5000,10990,high,Affordable
648,OPPO,White,64,4.2,6.5,4230,13500,high,Affordable
649,realme,Black,128,4.2,6.6,4500,29999,high,Average
650,realme,Blue,128,4.1,6.6,5000,11190,low,Affordable
651,Mi,Blue,128,4.2,6.6,4250,17499,high,Affordable
652,OPPO,Gold,128,4.4,6.4,5000,19990,high,Average
653,Redmi,White,64,4.2,6.5,6000,11989,high,Affordable
654,SAMSUNG,Blue,128,4.2,6.6,5000,16999,high,Affordable
655,LAVA,Blue,128,4.3,6.5,5000,10499,high,Affordable
656,OPPO,Black,128,4.3,6.7,4800,29999,high,Average
657,REDMI,Grey,128,4.0,6.5,5000,10999,low,Affordable
658,OPPO,Gold,128,4.3,6.7,4800,29999,high,Average
659,SAMSUNG,Blue,64,4.3,6.5,6000,10499,high,Affordable
660,Mi,Silver,128,4.1,6.7,5000,23990,low,Average
661,POCO,Blue,128,4.3,6.4,5000,16499,high,Affordable
662,IQOO,Black,128,4.2,6.4,5000,14999,high,Affordable
663,REDMI,Blue,64,4.4,6.5,5020,11480,high,Affordable
664,REDMI,Night,128,4.3,6.7,5020,17999,high,Affordable
665,REDMI,White,64,4.3,6.6,5000,14999,high,Affordable
666,OPPO,Blue,128,4.1,6.6,5000,19000,low,Average
667,Tecno,Blue,128,3.9,6.8,6000,15499,low,Affordable
668,SAMSUNG,Navy,128,4.0,6.5,4500,26990,low,Average
669,OPPO,Blue,256,4.2,6.4,4500,29980,high,Average
670,SAMSUNG,Brown,128,4.2,6.6,6000,12894,high,Affordable
671,realme,Black,128,4.1,6.4,5000,21495,low,Average
672,SAMSUNG,Blue,128,4.3,6.5,4500,28990,high,Average
673,REDMI,Night,128,4.3,6.7,5020,17999,high,Affordable
674,APPLE,Green,64,4.6,6.1,5000,53999,high,Costly
675,vivo,Black,128,4.3,6.4,4500,25390,high,Average
676,OPPO,Black,256,4.2,6.4,4500,31999,high,Costly
677,SAMSUNG,Navy,128,4.0,6.5,4500,26990,low,Average
678,SAMSUNG,Peach,128,4.2,6.6,5000,17499,high,Affordable
679,realme,Green,64,4.4,6.5,6000,11890,high,Affordable
680,SAMSUNG,Green,64,4.1,6.6,5000,15999,low,Affordable
681,REDMI,Black,128,4.2,6.7,6000,10999,high,Affordable
682,Infinix,Snow,128,4.2,6.7,5000,16999,high,Affordable
684,Infinix,Green,128,4.2,6.7,5000,16999,high,Affordable
685,APPLE,Silver,128,4.7,6.7,5000,127999,high,Costly
686,Mi,White,128,4.2,6.7,4520,23999,high,Average
687,Mi,Silver,128,4.2,6.7,4520,23999,high,Average
689,Infinix,Black,64,4.3,6.7,5000,12499,high,Affordable
690,Infinix,Green,64,4.3,6.7,5000,12499,high,Affordable
691,Infinix,Snow,64,4.3,6.7,5000,12499,high,Affordable
692,Xiaomi,Mist,128,4.2,6.7,5160,26999,high,Average
693,realme,Blue,64,4.4,6.6,5000,13490,high,Affordable
694,realme,Black,64,4.4,6.6,5000,13490,high,Affordable
695,SAMSUNG,Green,128,3.7,6.7,5000,26999,low,Average
696,APPLE,Silver,128,4.7,6.7,5000,127999,high,Costly
697,Mi,Black,128,4.2,6.7,4520,23999,high,Average
698,Nokia,Mint,128,3.7,6.5,5000,10024,low,Affordable
699,vivo,Blue,128,4.3,6.6,4830,29000,high,Average
700,APPLE,White,64,4.6,6.1,5000,53999,high,Costly
701,Mi,Silver,128,4.2,6.7,4520,22499,high,Average
702,Mi,Black,128,4.2,6.7,4520,23999,high,Average
703,SAMSUNG,Blue,128,4.1,6.6,5000,21999,low,Average
704,SAMSUNG,Blue,128,4.3,6.6,5000,19990,high,Average
705,Tecno,Black,128,4.2,6.6,5000,15000,high,Affordable
706,realme,Green,64,4.4,6.5,6000,11890,high,Affordable
707,SAMSUNG,Green,128,4.0,6.5,5000,12999,low,Affordable
708,realme,Blue,64,4.4,6.6,5000,13490,high,Affordable
709,realme,Black,64,4.4,6.6,5000,13490,high,Affordable
710,Infinix,Black,64,4.3,6.8,5000,10999,high,Affordable
711,IQOO,Rage,128,4.4,6.6,4700,27690,high,Average
712,OPPO,Black,128,4.1,6.6,5000,18499,low,Average
713,vivo,Black,128,3.8,6.6,4830,29490,low,Average
714,vivo,Black,128,4.4,6.6,5000,18780,high,Average
715,realme,Black,128,4.4,6.4,5000,15499,high,Affordable
716,realme,Silver,128,4.4,6.4,5000,15499,high,Affordable
717,vivo,Black,64,4.3,6.5,5000,14999,high,Affordable
718,realme,Black,128,4.4,6.6,5000,10699,high,Affordable
719,SAMSUNG,Peach,128,4.2,6.6,5000,17499,high,Affordable
720,REDMI,Green,128,4.2,6.6,5000,16999,high,Affordable
721,SAMSUNG,Green,64,4.1,6.6,5000,15999,low,Affordable
722,Redmi,Gold,128,4.3,6.7,5020,15499,high,Affordable
723,APPLE,Purple,256,4.7,6.1,5000,130999,high,Costly
724,REDMI,Black,128,4.2,6.7,6000,10999,high,Affordable
725,vivo,Glow,64,4.3,6.5,5000,13690,high,Affordable
726,SAMSUNG,Graphite,128,4.2,6.6,5000,30999,high,Costly
727,SAMSUNG,Graphite,128,4.2,6.4,5000,38999,high,Costly
728,POCO,Red,256,4.5,6.7,4500,18490,high,Average
729,APPLE,Red,64,4.6,6.1,5000,53999,high,Costly
730,POCO,Red,64,4.5,6.7,4500,15490,high,Affordable
731,realme,Black,256,4.4,6.4,4500,25999,high,Average
732,SAMSUNG,Blue,128,4.3,6.5,4500,28990,high,Average
733,realme,Black,128,4.4,6.4,5000,14499,high,Affordable
734,REDMI,Black,128,4.4,6.5,5000,12990,high,Affordable
735,REDMI,White,128,4.4,6.4,5000,16499,high,Affordable
736,REDMI,Black,64,4.4,6.7,5020,15990,high,Affordable
737,Tecno,Blue,64,4.3,6.6,5000,12227,high,Affordable
738,Nokia,Blue,64,3.7,6.5,5000,10990,low,Affordable
740,SAMSUNG,White,64,4.2,6.5,6000,11444,high,Affordable
742,REDMI,Green,64,4.3,6.7,6000,10499,high,Affordable
743,POCO,Blue,64,4.5,6.7,4500,17999,high,Affordable
744,REDMI,White,128,4.2,6.6,5000,17999,high,Affordable
745,APPLE,Starlight,256,4.7,6.1,5000,69999,high,Costly
746,SAMSUNG,Green,128,4.2,6.6,6000,16499,high,Affordable
747,REDMI,White,128,4.3,6.7,5020,13790,high,Affordable
748,POCO,Blue,128,4.2,6.6,5000,16999,high,Affordable
749,REDMI,Blue,128,4.0,6.5,5000,10999,low,Affordable
750,POCO,Blue,64,4.3,6.7,5000,16999,high,Affordable
751,SAMSUNG,Green,128,4.2,6.6,6000,13999,high,Affordable
752,APPLE,Purple,256,4.7,6.7,5000,86999,high,Costly
753,Redmi,Grey,64,4.4,6.0,3080,13600,high,Affordable
754,OnePlus,Green,128,4.4,6.7,5000,54729,high,Costly
755,SAMSUNG,Navy,128,4.2,6.5,4500,28483,high,Average
756,APPLE,Midnight,256,4.7,6.1,5000,69999,high,Costly
757,POCO,Blue,128,4.2,6.7,5000,19999,high,Average
758,REDMI,Black,128,4.4,6.5,5000,12990,high,Affordable
759,realme,White,256,4.3,6.4,4300,24999,high,Average
760,Mi,Black,128,4.0,6.7,4520,25699,low,Average
761,Mi,White,128,4.0,6.7,4520,25699,low,Average
762,APPLE,Green,256,4.7,6.1,5000,69999,high,Costly
763,SAMSUNG,Copper,128,4.1,6.5,5000,11149,low,Affordable
764,Redmi,Black,128,4.3,6.7,5020,15990,high,Affordable
765,Redmi,Blue,128,4.3,6.7,5020,15999,high,Affordable
766,Tecno,Blue,128,4.2,6.6,5000,13898,high,Affordable
767,Tecno,White,128,4.2,6.6,5000,13766,high,Affordable
768,SAMSUNG,Silver,128,4.2,6.6,5000,30999,high,Costly
769,REDMI,Green,128,4.2,6.5,5000,10356,high,Affordable
770,SAMSUNG,Copper,128,4.0,6.5,5000,12999,low,Affordable
772,OnePlus,Shadow,128,4.4,6.7,4500,28994,high,Average
773,POCO,Purple,64,4.5,6.7,4500,17999,high,Affordable
774,vivo,Green,64,4.2,6.5,5000,11499,high,Affordable
775,OPPO,Black,128,4.3,6.6,5000,18999,high,Average
776,SAMSUNG,Cream,512,4.5,6.6,4700,104999,high,Costly
777,vivo,Galaxy,128,4.4,6.4,5000,19999,high,Average
778,SAMSUNG,Mint,128,4.0,6.5,4500,26845,low,Average
779,Redmi,White,64,4.2,6.5,6000,12000,high,Affordable
780,REDMI,Blue,128,4.2,6.6,5000,16990,high,Affordable
782,Google,White,64,4.5,5.6,3000,17499,high,Affordable
783,realme,Blue,128,4.3,6.5,5000,16499,high,Affordable
784,REDMI,White,64,4.2,6.4,5000,15740,high,Affordable
785,SAMSUNG,Blue,128,4.1,6.4,5000,29999,low,Average
786,OnePlus,Silver,128,4.4,6.6,4500,29990,high,Average
787,SAMSUNG,Black,128,4.3,6.6,5000,19999,high,Average
788,SAMSUNG,Black,128,4.0,6.7,5000,29980,low,Average
789,realme,White,128,4.3,6.4,4300,22999,high,Average
790,OnePlus,Ray,256,4.1,6.4,4500,27990,low,Average
791,OPPO,Blue,256,4.3,6.7,5000,32999,high,Costly
792,Redmi,Blue,128,4.3,6.7,5020,15999,high,Affordable
793,Redmi,White,128,4.3,6.7,5020,15999,high,Affordable
794,APPLE,Yellow,512,4.7,6.7,5000,106999,high,Costly
795,OPPO,Black,256,4.2,6.4,4500,31999,high,Costly
796,POCO,Blue,128,4.2,6.7,5000,19999,high,Average
797,POCO,Blue,64,4.3,6.7,5000,16999,high,Affordable
798,OPPO,Blue,256,4.3,6.7,5000,32999,high,Costly
799,Infinix,Black,128,4.2,6.8,5000,19999,high,Average
800,vivo,Blue,64,4.3,6.5,5000,13990,high,Affordable
801,REDMI,Black,128,4.1,6.5,5000,11999,low,Affordable
802,IQOO,Blue,128,4.2,6.6,5000,17499,high,Affordable
803,vivo,Blue,64,4.3,6.5,5000,13980,high,Affordable
804,REDMI,Black,128,4.2,6.6,5000,19470,high,Average
805,REDMI,Green,128,4.2,6.5,5000,10356,high,Affordable
806,REDMI,Bronze,64,4.3,6.7,5020,15990,high,Affordable
807,SAMSUNG,Black,128,4.0,6.7,5000,29980,low,Average
808,REDMI,White,128,4.2,6.6,5000,20990,high,Average
809,SAMSUNG,Silver,128,4.2,6.6,5000,30999,high,Costly
810,OnePlus,Green,128,4.4,6.7,5000,54729,high,Costly
811,SAMSUNG,Violet,256,4.2,6.4,5000,40999,high,Costly
812,realme,Orange,64,4.4,6.6,4300,17999,high,Affordable
813,Mi,Coral,128,4.2,6.6,4250,18900,high,Average
814,SAMSUNG,Navy,128,4.2,6.5,4500,28483,high,Average
815,OnePlus,Orange,256,5.0,6.4,3300,26990,high,Average
816,POCO,Blue,128,4.2,6.6,5000,16999,high,Affordable
817,SAMSUNG,Navy,128,4.2,6.5,4500,28483,high,Average
818,OnePlus,Orange,256,5.0,6.4,3300,26990,high,Average
819,Redmi,Blue,64,4.2,6.5,5000,10190,high,Affordable
820,REDMI,White,64,4.2,6.4,5000,15740,high,Affordable
821,Pluzz,Blue,256,3.2,6.3,4150,12990,low,Affordable
822,Pluzz,Blue,128,3.2,6.3,4150,12990,low,Affordable
823,Pluzz,Blue,256,3.2,6.3,4150,12990,low,Affordable
824,REDMI,Blue,128,4.0,6.5,5000,10999,low,Affordable
826,Tecno,Black,128,4.1,6.8,6000,10999,low,Affordable
827,SAMSUNG,Black,128,4.3,6.4,6000,13499,high,Affordable
828,OnePlus,Black,128,4.5,6.7,5000,39840,high,Costly
829,Nokia,Pink,128,3.7,6.5,5000,10199,low,Affordable
830,REDMI,Blue,64,4.2,6.7,5000,10998,high,Affordable
831,SAMSUNG,Blue,64,4.2,6.4,6000,13190,high,Affordable
832,IQOO,Blue,128,4.4,6.4,4500,19999,high,Average
833,Redmi,Blue,64,4.2,6.5,6000,11990,high,Affordable
834,vivo,Blue,64,4.3,6.5,5000,15990,high,Affordable
835,SAMSUNG,Copper,128,4.0,6.5,5000,12999,low,Affordable
836,OnePlus,Green,256,4.2,6.7,4800,48990,high,Costly
837,IQOO,Night,64,4.4,6.7,5000,14499,high,Affordable
838,APPLE,Starlight,512,4.6,6.1,5000,98999,high,Costly
839,POCO,Purple,64,4.5,6.7,4500,17999,high,Affordable
840,IQOO,Blue,128,4.4,6.4,4500,19999,high,Average
841,Nokia,Grey,64,4.0,6.4,4000,13999,low,Affordable
842,Tecno,Mondrian,128,4.0,6.8,5000,15999,low,Affordable
843,SAMSUNG,Copper,128,4.0,6.5,5000,12999,low,Affordable
844,REDMI,Black,64,4.2,6.5,5000,10500,high,Affordable
845,REDMI,Grey,64,4.2,6.5,5000,10359,high,Affordable
846,IQOO,Blue,128,3.8,6.4,4500,23990,low,Average
847,OnePlus,Black,128,4.3,6.7,5000,30330,high,Costly
848,vivo,Black,128,4.4,6.6,5000,17999,high,Affordable
849,Tecno,Blue,64,4.3,6.6,5000,12227,high,Affordable
850,OnePlus,Blue,128,4.3,6.7,5000,31000,high,Costly
851,REDMI,Blue,128,4.3,6.7,5020,13499,high,Affordable
852,REDMI,Black,128,4.3,6.7,5020,14290,high,Affordable
853,REDMI,Gold,128,4.3,6.7,5020,14190,high,Affordable
854,vivo,Black,128,4.5,6.6,5000,16990,high,Affordable
855,SAMSUNG,Lime,128,4.2,6.4,5000,38999,high,Costly
856,Redmi,Blue,64,4.2,6.5,5000,10190,high,Affordable
857,Nokia,Pink,128,3.7,6.5,5000,10199,low,Affordable
859,vivo,Blue,128,4.5,6.6,5000,16990,high,Affordable
860,vivo,Fantasy,128,4.3,6.6,5000,17990,high,Affordable
861,vivo,Black,128,4.3,6.6,5000,17900,high,Affordable
862,OnePlus,Black,256,4.2,6.7,4800,48980,high,Costly
863,SAMSUNG,Black,64,4.2,6.4,6000,13490,high,Affordable
865,Infinix,Blue,64,4.2,7.0,5000,10999,high,Affordable
867,SAMSUNG,Lavender,128,4.5,6.1,3900,74999,high,Costly
868,APPLE,Silver,256,4.7,6.7,5000,137999,high,Costly
869,realme,Black,64,4.4,6.5,5000,10499,high,Affordable
870,OnePlus,Green,256,4.2,6.7,5000,36990,high,Costly
871,OPPO,Blue,64,4.3,6.5,5000,14799,high,Affordable
872,IQOO,Blue,128,3.8,6.4,4500,23990,low,Average
873,SAMSUNG,Black,128,4.3,6.1,3700,51499,high,Costly
874,Xiaomi,Black,128,4.2,6.6,4250,20980,high,Average
875,Tecno,Grey,256,3.6,6.8,5160,35990,low,Costly
876,OnePlus,Black,128,4.4,6.7,5000,55500,high,Costly
878,APPLE,Midnight,512,4.7,6.1,5000,89999,high,Costly
879,OPPO,Green,64,4.4,6.6,5000,13180,high,Affordable
880,IQOO,Night,128,4.2,6.7,5000,15999,high,Affordable
881,OPPO,Gold,128,4.3,6.4,4500,29999,high,Average
882,IQOO,Night,128,3.8,6.4,4500,23999,low,Average
883,SAMSUNG,Graphite,128,4.3,6.6,5000,28999,high,Average
884,OnePlus,Black,256,4.2,6.7,5000,36990,high,Costly
885,OPPO,Black,128,4.3,6.6,5000,18999,high,Average
887,vivo,Black,128,4.4,6.6,5000,17999,high,Affordable
888,vivo,Blue,128,4.5,6.6,5000,16990,high,Affordable
889,vivo,Black,128,4.5,6.6,5000,16990,high,Affordable
890,Redmi,Black,64,4.4,6.0,4000,11999,high,Affordable
891,vivo,Fantasy,128,4.3,6.6,5000,17990,high,Affordable
892,vivo,Black,128,4.3,6.6,5000,17900,high,Affordable
893,REDMI,Blue,128,4.2,6.6,5000,21290,high,Average
894,REDMI,Black,64,4.2,6.5,5000,10500,high,Affordable
895,REDMI,Grey,64,4.2,6.5,5000,10359,high,Affordable
896,Nokia,Pink,64,4.1,6.5,5050,10499,low,Affordable
897,vivo,Black,256,4.3,6.8,4810,63999,high,Costly
898,vivo,Blue,256,4.3,6.8,4810,63999,high,Costly
899,OPPO,Black,128,4.1,6.4,4500,21499,low,Average
900,SAMSUNG,Graphite,256,3.7,6.7,3700,94999,low,Costly
901,MOTOROLA,Grey,64,4.2,6.6,5000,11249,high,Affordable
902,MOTOROLA,Green,64,3.8,6.5,5000,11099,low,Affordable
904,SAMSUNG,Black,64,4.2,6.4,6000,14790,high,Affordable
905,Pluzz,Blue,256,4.3,6.3,4150,12990,high,Affordable
906,OnePlus,Black,128,4.3,6.7,5000,30330,high,Costly
907,OnePlus,Green,256,4.1,6.7,5000,35499,low,Costly
908,REDMI,Gold,64,4.4,6.7,5020,15990,high,Affordable
909,Xiaomi,Mist,128,4.2,6.7,4500,23999,high,Average
910,Redmi,Blue,128,4.3,6.7,5020,16990,high,Affordable
911,vivo,Blue,128,4.2,6.4,4050,23999,high,Average
912,Nokia,Charcoal,64,3.5,6.7,5050,10499,low,Affordable
913,vivo,Black,256,4.4,6.8,4870,84999,high,Costly
914,Nokia,Night,64,3.9,6.4,4000,16799,low,Affordable
915,POCO,Blue,64,4.4,6.7,5000,17999,high,Affordable
917,SAMSUNG,Peach,128,4.1,6.5,5000,33000,low,Costly
918,realme,Blue,64,4.5,6.5,5000,10999,high,Affordable
919,APPLE,Purple,64,4.6,6.1,5000,41999,high,Costly
920,SAMSUNG,Black,128,4.2,6.6,6000,16142,high,Affordable
921,SAMSUNG,Orange,128,4.1,6.6,5000,21999,low,Average
922,SAMSUNG,Green,256,4.5,6.1,3900,79999,high,Costly
923,vivo,Black,256,4.3,6.4,4200,28299,high,Average
924,POCO,Yellow,128,4.2,6.6,5000,16999,high,Affordable
925,SAMSUNG,Lime,128,4.2,6.4,5000,38999,high,Costly
926,OnePlus,Silver,128,4.4,6.6,4500,29990,high,Average
927,realme,Black,128,4.3,6.7,5000,25656,high,Average
928,IQOO,Night,128,4.3,6.4,4500,21990,high,Average
929,vivo,Glow,128,4.4,6.6,5000,17990,high,Affordable
930,IQOO,Blue,128,4.3,6.4,4500,21990,high,Average
931,OPPO,Purple,256,4.2,6.8,4300,89999,high,Costly
933,vivo,Black,64,4.3,6.5,5000,11999,high,Affordable
934,realme,Black,128,4.2,6.7,5000,12999,high,Affordable
935,APPLE,Blue,512,4.6,6.1,5000,98999,high,Costly
936,OPPO,Black,256,4.3,6.7,4500,45999,high,Costly
937,SAMSUNG,Violet,128,4.3,6.6,5000,28999,high,Average
938,vivo,Dazzle,256,4.3,6.4,4000,27490,high,Average
939,Nokia,Grey,64,3.7,6.5,5000,10399,low,Affordable
940,vivo,Blue,256,4.3,6.4,4000,27450,high,Average
941,POCO,Black,128,4.3,6.4,5000,16499,high,Affordable
942,Xiaomi,Black,128,4.2,6.6,4250,20980,high,Average
943,OnePlus,Void,256,4.1,6.4,4500,27999,low,Average
944,realme,Black,128,4.3,6.7,5000,25656,high,Average
946,vivo,Black,256,4.3,6.4,4200,28299,high,Average
947,realme,Blue,256,4.3,6.6,4200,31999,high,Costly
948,realme,Black,128,4.3,6.7,5000,12999,high,Affordable
949,SAMSUNG,Blue,64,4.3,6.4,6000,18999,high,Average
950,realme,White,256,4.2,6.6,4200,34999,high,Costly
951,vivo,Pearl,128,4.3,6.4,4000,24990,high,Average
952,OnePlus,Orange,256,5.0,6.4,3300,26990,high,Average
953,SAMSUNG,Copper,64,4.1,6.5,5000,11399,low,Affordable
954,realme,White,128,4.3,6.6,5000,36999,high,Costly
955,SAMSUNG,Silver,128,4.3,6.5,6000,19900,high,Average
956,OPPO,Orange,64,4.3,6.6,5000,14980,high,Affordable
957,OnePlus,Green,256,4.1,6.7,5000,35499,low,Costly
958,APPLE,Starlight,512,4.7,6.1,5000,89999,high,Costly
959,realme,Orange,256,4.3,6.7,5000,28762,high,Average
